icd_id	icd_name	another_sctid	another_sct_term_cn	another_sct_term	relationship_type	icd_where
D22.7	下肢(包括髋)黑素细胞痣	1079901000119107	右腿发育不良痣	Dysplastic nevus of right leg	Is a (attribute)	destination
D22.9	未特指的黑素细胞痣	1079901000119107	右腿发育不良痣	Dysplastic nevus of right leg	Is a (attribute)	destination
Q99.9	未特指的染色体异常	782880001	Haemoglobinopathy Toms River	Haemoglobinopathy Toms River	Is a (attribute)	destination
D58.2	其他血红蛋白病	782880001	Haemoglobinopathy Toms River	Haemoglobinopathy Toms River	Is a (attribute)	destination
Z86.2	血液和造血器官疾病和某些涉及免疫机制的疾患个人史	49341000119108	低血小板计数的历史	History of thrombocytopenia	Is a (attribute)	source
Q99.9	未特指的染色体异常	782675008	胫骨前起病的远端肌病	Distal myopathy with anterior tibial onset	Is a (attribute)	destination
N64.8	"乳房其他特指的疾患	"	10738591000119109	右乳腺乳腺管增生	Hyperplasia of lactiferous duct of right breast	Is a (attribute)	source
E88.9	未特指的代谢紊乱	782744007	硫辛酸合成酶缺乏症	Lipoic acid synthetase deficiency (disorder)	Is a (attribute)	destination
Q99.9	未特指的染色体异常	782744007	硫辛酸合成酶缺乏症	Lipoic acid synthetase deficiency (disorder)	Is a (attribute)	destination
Z87.5	妊娠、分娩和产褥期并发症个人史	49341000119108	低血小板计数的历史	History of thrombocytopenia	Is a (attribute)	source
Q99.9	未特指的染色体异常	782825008	原发性小头症，癫痫，永久性新生儿糖尿病综合征	Primary microcephaly, epilepsy, permanent neonatal diabetes syndrome	Is a (attribute)	destination
G40.3	全身性特发性癫痫和癫痫综合征	782825008	原发性小头症，癫痫，永久性新生儿糖尿病综合征	Primary microcephaly, epilepsy, permanent neonatal diabetes syndrome	Is a (attribute)	destination
P70.2	新生儿糖尿病	782825008	原发性小头症，癫痫，永久性新生儿糖尿病综合征	Primary microcephaly, epilepsy, permanent neonatal diabetes syndrome	Is a (attribute)	destination
Q04.9	脑未特指的先天性畸形	782825008	原发性小头症，癫痫，永久性新生儿糖尿病综合征	Primary microcephaly, epilepsy, permanent neonatal diabetes syndrome	Is a (attribute)	destination
K40.9	单侧或未特指的腹股沟疝,不伴有梗阻或坏疽	782780007	马方样体型，腹股沟疝，晚期骨龄综合征(障碍)	Marfanoid habitus, inguinal hernia, advanced bone age syndrome (disorder)	Is a (attribute)	destination
Q87.0	主要影响面部外貌的先天性畸形综合征	782780007	马方样体型，腹股沟疝，晚期骨龄综合征(障碍)	Marfanoid habitus, inguinal hernia, advanced bone age syndrome (disorder)	Is a (attribute)	destination
E34.9	未特指的内分泌疾患	782780007	马方样体型，腹股沟疝，晚期骨龄综合征(障碍)	Marfanoid habitus, inguinal hernia, advanced bone age syndrome (disorder)	Is a (attribute)	destination
Q79.8	肌肉骨骼系统的其他先天性畸形	782780007	马方样体型，腹股沟疝，晚期骨龄综合征(障碍)	Marfanoid habitus, inguinal hernia, advanced bone age syndrome (disorder)	Is a (attribute)	destination
N80.1	"卵巢的子宫内膜异位症	"	15932061000119107	右卵巢子宫内膜异位症	Endometriosis of right ovary (disorder)	Is a (attribute)	destination
N80.1	"卵巢的子宫内膜异位症	"	15930461000119103	右卵巢病变(发现)	Lesion of right ovary (finding)	Is a (attribute)	source
Q93.5	染色体其他部分缺失	782694003	非远端缺失12q	Non-distal deletion 12q	Is a (attribute)	destination
D58.8	其他特指的遗传性溶血性贫血	782911008	遗传性冷冻水肿伴气孔减少	Hereditary cryohydrocytosis with reduced stomatin	Is a (attribute)	destination
N83.5	"卵巢、卵巢蒂和输卵管的扭转	"	15931901000119103	右卵巢扭转(紊乱)	Torsion of right ovary (disorder)	Is a (attribute)	destination
Q77.7	脊椎骨骺发育不良	782821004	脊柱骨骺端发育不良型(紊乱型)	Spondyloepimetaphyseal dysplasia Isidor type (disorder)	Is a (attribute)	destination
Z26.9	为抗未特指的传染病采取必要的免疫	151111000119100	衞生防护中心接种黄热病疫苗(情况)	Yellow fever vaccination given (situation)	Is a (attribute)	destination
S71.1	大腿开放性伤口	10822371000119100	右股骨远端开放性骨折	Open fracture of distal end of right femur (disorder)	Is a (attribute)	destination
D22.6	上肢(包括肩)黑素细胞痣	1079831000119109	左上肢皮肤发育不良痣	Dysplastic naevus of skin of left upper limb	Is a (attribute)	destination
D22.9	未特指的黑素细胞痣	1079831000119109	左上肢皮肤发育不良痣	Dysplastic naevus of skin of left upper limb	Is a (attribute)	destination
N83.0	"卵巢滤泡囊肿	"	15931461000119106	右卵巢卵泡囊肿	Follicular cyst of right ovary	Is a (attribute)	source
N83.0	"卵巢滤泡囊肿	"	15931501000119106	左侧卵巢卵泡囊肿(病变)	Follicular cyst of left ovary (disorder)	Is a (attribute)	source
Q99.9	未特指的染色体异常	782772000	先天性肌营养不良症智能障碍和严重的癫痫	Congenital muscular dystrophy with intellectual disability and severe epilepsy	Is a (attribute)	destination
E77.8	其他糖蛋白代谢紊乱	782772000	先天性肌营养不良症智能障碍和严重的癫痫	Congenital muscular dystrophy with intellectual disability and severe epilepsy	Is a (attribute)	destination
G40.9	未特指的癫痫	782772000	先天性肌营养不良症智能障碍和严重的癫痫	Congenital muscular dystrophy with intellectual disability and severe epilepsy	Is a (attribute)	destination
T13.9	下肢未特指的损伤,水平未特指	15912431000119100	右股骨头闭合性骨折	Closed fracture of head of right femur	Is a (attribute)	destination
N64.1	"乳房脂肪坏死	"	15954341000119102	右乳脂肪坏死	Fat necrosis of right breast	Is a (attribute)	destination
N64.8	"乳房其他特指的疾患	"	10738551000119104	左乳腺非典型导管增生	Atypical ductal hyperplasia of left breast	Is a (attribute)	source
N64.8	"乳房其他特指的疾患	"	10738511000119100	右乳腺乳腺管不典型增生	Atypical hyperplasia of lactiferous duct of right breast	Is a (attribute)	source
S00.5	唇和口腔浅表损伤	262636002	上颚挫伤	Bruise of palate	Is a (attribute)	source
Q99.9	未特指的染色体异常	782743001	第9号染色体引起的亨廷顿舞蹈病样综合征开放阅读框72扩张(障碍)	Huntington disease-like syndrome due to chromosome 9 open reading frame 72 expansions (disorder)	Is a (attribute)	destination
G11.9	未特指的遗传性共济失调	782743001	第9号染色体引起的亨廷顿舞蹈病样综合征开放阅读框72扩张(障碍)	Huntington disease-like syndrome due to chromosome 9 open reading frame 72 expansions (disorder)	Is a (attribute)	destination
G31.9	神经系统未特指的变性性疾病	782743001	第9号染色体引起的亨廷顿舞蹈病样综合征开放阅读框72扩张(障碍)	Huntington disease-like syndrome due to chromosome 9 open reading frame 72 expansions (disorder)	Is a (attribute)	destination
Q24.5	冠状血管畸形	782698000	先天性冠状动脉口闭锁	Congenital atresia of coronary ostium	Is a (attribute)	destination
Q24.5	冠状血管畸形	782698000	先天性冠状动脉口闭锁	Congenital atresia of coronary ostium	Is a (attribute)	destination
Q27.8	周围血管系统其他特指的先天性畸形	782698000	先天性冠状动脉口闭锁	Congenital atresia of coronary ostium	Is a (attribute)	destination
Q99.9	未特指的染色体异常	782829002	2 o 型常染色体显性进行性神经性腓骨肌萎缩症	Autosomal dominant Charcot-Marie-Tooth disease type 2O	Is a (attribute)	destination
G60.0	遗传性运动和感觉神经病	782829002	2 o 型常染色体显性进行性神经性腓骨肌萎缩症	Autosomal dominant Charcot-Marie-Tooth disease type 2O	Is a (attribute)	destination
G96.9	中枢神经系统未特指的疾患	782829002	2 o 型常染色体显性进行性神经性腓骨肌萎缩症	Autosomal dominant Charcot-Marie-Tooth disease type 2O	Is a (attribute)	destination
N83.2	"其他和未特指的卵巢囊肿	"	15931421000119101	右卵巢囊肿破裂	Ruptured cyst of right ovary	Is a (attribute)	destination
N83.2	"其他和未特指的卵巢囊肿	"	15634711000119102	右卵巢质量	Mass of right ovary	Is a (attribute)	source
D35.0	肾上腺良性肿瘤	16357751000119101	右肾上腺腺瘤(病变)	Adenoma of right adrenal gland (disorder)	Is a (attribute)	source
D35.0	肾上腺良性肿瘤	16357791000119106	左肾上腺腺瘤	Adenoma of left adrenal gland	Is a (attribute)	source
N64.5	"乳房的其他体征和症状	"	15954381000119107	右乳头损害(发现)	Lesion of right nipple (finding)	Is a (attribute)	destination
D76.1	噬红细胞性淋巴细胞与组织细胞增多症	782915004	与恶性疾病相关的获得性噬血细胞综合症	Acquired hemophagocytic lymphohistiocytosis associated with malignant disease (disorder)	Is a (attribute)	destination
Q99.9	未特指的染色体异常	782690007	小脑萎缩症，肌萎缩，耳聋综合症	Spinocerebellar ataxia, amyotrophy, deafness syndrome	Is a (attribute)	destination
H91.8	其他特指的听觉丧失	782690007	小脑萎缩症，肌萎缩，耳聋综合症	Spinocerebellar ataxia, amyotrophy, deafness syndrome	Is a (attribute)	destination
H93.9	耳未特指的疾患	782690007	小脑萎缩症，肌萎缩，耳聋综合症	Spinocerebellar ataxia, amyotrophy, deafness syndrome	Is a (attribute)	destination
G11.9	未特指的遗传性共济失调	782690007	小脑萎缩症，肌萎缩，耳聋综合症	Spinocerebellar ataxia, amyotrophy, deafness syndrome	Is a (attribute)	destination
G93.4	未特指的脑病	782690007	小脑萎缩症，肌萎缩，耳聋综合症	Spinocerebellar ataxia, amyotrophy, deafness syndrome	Is a (attribute)	destination
G11.9	未特指的遗传性共济失调	782690007	小脑萎缩症，肌萎缩，耳聋综合症	Spinocerebellar ataxia, amyotrophy, deafness syndrome	Is a (attribute)	destination
H91.9	未特指的听觉丧失	782690007	小脑萎缩症，肌萎缩，耳聋综合症	Spinocerebellar ataxia, amyotrophy, deafness syndrome	Is a (attribute)	destination
G31.9	神经系统未特指的变性性疾病	782690007	小脑萎缩症，肌萎缩，耳聋综合症	Spinocerebellar ataxia, amyotrophy, deafness syndrome	Is a (attribute)	destination
H90.5	未特指的感音神经性听觉丧失	782690007	小脑萎缩症，肌萎缩，耳聋综合症	Spinocerebellar ataxia, amyotrophy, deafness syndrome	Is a (attribute)	destination
T13.9	下肢未特指的损伤,水平未特指	15912331000119106	左股骨头闭合性骨折	Closed fracture of head of left femur (disorder)	Is a (attribute)	destination
G96.9	中枢神经系统未特指的疾患	782744007	硫辛酸合成酶缺乏症	Lipoic acid synthetase deficiency (disorder)	Is a (attribute)	destination
Q99.9	未特指的染色体异常	782727008	常染色体痉挛性截瘫72型	Autosomal spastic paraplegia type 72	Is a (attribute)	destination
N83.2	"其他和未特指的卵巢囊肿	"	15634711000119102	右卵巢质量	Mass of right ovary	Is a (attribute)	source
R52.9	未特指的疼痛	782756008	家族性阵发性疼痛综合征	Familial episodic pain syndrome	Is a (attribute)	destination
G62.9	未特指的多神经病	782756008	家族性阵发性疼痛综合征	Familial episodic pain syndrome	Is a (attribute)	destination
G82.4	痉挛性四肢瘫痪	782887003	遗传性痉挛性四肢瘫痪	Inherited congenital spastic tetraplegia	Is a (attribute)	destination
N64.5	"乳房的其他体征和症状	"	15953461000119106	右乳头内陷	Inversion of right nipple	Is a (attribute)	destination
L90.0	硬化萎缩性苔癣	782666006	肛门外阴硬化性苔癣	Lichen sclerosus of anus	Is a (attribute)	destination
C44.9	末特指的皮肤恶性肿瘤	782827000	上皮样肉瘤	Epithelioid sarcoma (disorder)	Is a (attribute)	source
Q99.9	未特指的染色体异常	782752005	周围神经病，肌病，声音嘶哑，听力丧失综合症	Peripheral neuropathy, myopathy, hoarseness, hearing loss syndrome	Is a (attribute)	destination
H91.8	其他特指的听觉丧失	782752005	周围神经病，肌病，声音嘶哑，听力丧失综合症	Peripheral neuropathy, myopathy, hoarseness, hearing loss syndrome	Is a (attribute)	destination
H93.9	耳未特指的疾患	782752005	周围神经病，肌病，声音嘶哑，听力丧失综合症	Peripheral neuropathy, myopathy, hoarseness, hearing loss syndrome	Is a (attribute)	destination
G96.9	中枢神经系统未特指的疾患	782752005	周围神经病，肌病，声音嘶哑，听力丧失综合症	Peripheral neuropathy, myopathy, hoarseness, hearing loss syndrome	Is a (attribute)	destination
G70.9	未特指的肌神经疾患	782752005	周围神经病，肌病，声音嘶哑，听力丧失综合症	Peripheral neuropathy, myopathy, hoarseness, hearing loss syndrome	Is a (attribute)	destination
R52.9	未特指的疼痛	782756008	家族性阵发性疼痛综合征	Familial episodic pain syndrome	Is a (attribute)	destination
H91.9	未特指的听觉丧失	782752005	周围神经病，肌病，声音嘶哑，听力丧失综合症	Peripheral neuropathy, myopathy, hoarseness, hearing loss syndrome	Is a (attribute)	destination
H90.5	未特指的感音神经性听觉丧失	782752005	周围神经病，肌病，声音嘶哑，听力丧失综合症	Peripheral neuropathy, myopathy, hoarseness, hearing loss syndrome	Is a (attribute)	destination
Q99.9	未特指的染色体异常	782883004	致死性婴幼儿肌原纤维性肌病	Fatal infantile hypertonic myofibrillar myopathy (disorder)	Is a (attribute)	destination
G72.8	其他特指的肌病	782883004	致死性婴幼儿肌原纤维性肌病	Fatal infantile hypertonic myofibrillar myopathy (disorder)	Is a (attribute)	destination
C18.9	未特指的结肠恶性肿瘤	681651000119102	降结肠原发性腺癌	Primary adenocarcinoma of descending colon	Is a (attribute)	destination
C18.6	降结肠恶性肿瘤	681651000119102	降结肠原发性腺癌	Primary adenocarcinoma of descending colon	Is a (attribute)	destination
N64.8	"乳房其他特指的疾患	"	10738591000119109	右乳腺乳腺管增生	Hyperplasia of lactiferous duct of right breast	Is a (attribute)	destination
Z26.9	为抗未特指的传染病采取必要的免疫	98331000119100	已接种轮状病毒疫苗	Rotavirus vaccination given	Is a (attribute)	destination
Q04.3	脑的其他短缺畸形	782879004	枕脑回畸形和多小脑回畸形	Occipital pachygyria and polymicrogyria (disorder)	Is a (attribute)	destination
